Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
C3I_T15_clean_2	C3I_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4803626.0	0.0	15-151	36.0	44.44092944720156	85.87164446191272	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
C3I_T20_clean_1	C3I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3415535.0	0.0	15-151	36.0	32.33998126243662	95.66086015807187	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
C3I_T20_clean_2	C3I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3415535.0	0.0	15-151	36.0	41.499072437049854	87.67265567473324	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
C3M_T01_clean_1	C3M_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3630582.0	0.0	15-151	36.0	55.97857156855305	76.7555758277874	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
C3M_T01_clean_2	C3M_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3630582.0	0.0	15-151	36.0	48.53775111392728	85.54674815222462	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
C3M_T02_clean_1	C3M_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4286228.0	0.0	15-151	36.0	33.33187310984106	101.09101009092377	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
C3M_T02_clean_2	C3M_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4286228.0	0.0	15-151	36.0	49.577949317531065	82.16119674455022	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
C3M_T03_clean_1	C3M_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4209911.0	0.0	15-151	36.0	41.603595322714185	98.96108136252762	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
C3M_T03_clean_2	C3M_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4209911.0	0.0	15-151	36.0	56.112586566488034	78.58193605518026	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
C3M_T04_clean_1	C3M_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3610547.0	0.0	15-151	36.0	35.903636170649456	96.16142650961199	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
C3M_T04_clean_2	C3M_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3610547.0	0.0	15-151	36.0	45.30192638350071	85.52037073606853	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
C3M_T05_clean_1	C3M_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3919186.0	0.0	15-151	36.0	30.34807388902686	101.75490573807929	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
C3M_T05_clean_2	C3M_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3919186.0	0.0	15-151	36.0	47.786647673723095	82.92425085209021	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
C3M_T10_clean_1	C3M_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3849299.0	0.0	15-151	36.0	34.823344318784784	101.2551306094954	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
C3M_T10_clean_2	C3M_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3849299.0	0.0	15-151	36.0	48.70814804490108	84.91741457340675	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
C3M_T15_clean_1	C3M_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4689197.0	0.0	15-151	36.0	26.674571517987467	101.10572833685598	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
C3M_T15_clean_2	C3M_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4689197.0	0.0	15-151	36.0	46.53768136113094	81.18189446935158	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
C3M_T20_clean_1	C3M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3906325.0	0.0	15-151	36.0	28.268273468796522	98.99485321881819	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
C3M_T20_clean_2	C3M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3906325.0	0.0	15-151	36.0	44.9763022905662	83.55151555490134	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Host_DP05_rep1_clean_1	Host_DP05_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3569074.0	0.0	15-151	38.0	66.90200630041149	96.59610195809894	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP05_rep1_clean_2	Host_DP05_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3569074.0	0.0	15-151	38.0	75.05092939316653	84.08305515660365	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_DP05_rep2_clean_1	Host_DP05_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3454048.0	0.0	15-151	38.0	67.65409905551263	96.84473579984991	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP05_rep2_clean_2	Host_DP05_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3454048.0	0.0	15-151	38.0	75.95107803423474	84.64796464901472	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_DP05_rep3_clean_1	Host_DP05_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4845472.0	0.0	15-151	38.0	62.97138706217039	96.95023498226799	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP05_rep3_clean_2	Host_DP05_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4845472.0	0.0	15-151	38.0	71.54887266292195	84.60721308471084	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_DP12_rep1_clean_1	Host_DP12_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4779436.0	0.0	15-151	38.0	61.8582035222742	97.80741807192312	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP12_rep1_clean_2	Host_DP12_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4779436.0	0.0	15-151	38.0	69.6262973087584	86.37421423783057	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP12_rep2_clean_1	Host_DP12_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3716761.0	0.0	15-151	38.0	66.61544511974027	97.0677641096643	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP12_rep2_clean_2	Host_DP12_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3716761.0	0.0	15-151	38.0	75.49674950783954	83.85925837039294	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_DP12_rep3_clean_1	Host_DP12_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4404442.0	0.0	15-151	38.0	62.647931626674215	98.51736814788343	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP12_rep3_clean_2	Host_DP12_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4404442.0	0.0	15-151	38.0	73.04386979931101	83.75623177691976	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_DP15_rep1_clean_1	Host_DP15_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3971951.0	0.0	15-151	37.0	65.63721738536617	97.93416786863685	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP15_rep1_clean_2	Host_DP15_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3971951.0	0.0	15-151	37.0	74.84067645558609	83.62717440371243	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_DP15_rep2_clean_1	Host_DP15_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5204503.0	0.0	15-151	37.0	62.19851162500398	97.53777507669801	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP15_rep2_clean_2	Host_DP15_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5204503.0	0.0	15-151	37.0	72.42512837790478	82.99751330722646	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
